Speaker Analysis Results (sorted by duration)
===========================================

Total speakers found: 932

Speaker Name                                  | Duration (hours)
spk_ar_el_v2_282                                 |           0.00
spk_ar_el_v2_283                                 |           0.00
spk_ar_el_v2_284                                 |           0.00
spk_ar_el_v2_285                                 |           0.00
spk_ar_el_v2_286                                 |           0.00
spk_ar_el_v2_287                                 |           0.00
spk_ar_el_v2_288                                 |           0.00
spk_ar_el_v2_289                                 |           0.00
spk_ar_el_v2_290                                 |           0.00
spk_ar_el_v2_291                                 |           0.00
spk_ar_el_v2_292                                 |           0.00
spk_ar_el_v2_293                                 |           0.00
spk_ar_el_v2_294                                 |           0.00
spk_ar_el_v2_295                                 |           0.00
spk_ar_el_v2_296                                 |           0.00
spk_ar_el_v2_297                                 |           0.00
spk_ar_el_v2_298                                 |           0.00
spk_ar_el_v2_299                                 |           0.00
spk_ar_el_v2_300                                 |           0.00
spk_ar_el_v2_301                                 |           0.00
spk_ar_el_v2_302                                 |           0.00
spk_ar_el_v2_303                                 |           0.00
spk_ar_el_v2_304                                 |           0.00
spk_ar_el_v2_305                                 |           0.00
spk_ar_el_v2_306                                 |           0.00
spk_ar_el_v2_307                                 |           0.00
spk_ar_el_v2_308                                 |           0.00
spk_ar_el_v2_309                                 |           0.00
spk_ar_el_v2_310                                 |           0.00
spk_ar_el_v2_311                                 |           0.00
spk_ar_el_v2_312                                 |           0.00
spk_ar_el_v2_313                                 |           0.00
spk_ar_el_v2_314                                 |           0.00
spk_ar_el_v2_315                                 |           0.00
spk_ar_el_v2_316                                 |           0.00
spk_ar_el_v2_317                                 |           0.00
spk_ar_el_v2_318                                 |           0.00
spk_ar_el_v2_319                                 |           0.00
spk_ar_el_v2_320                                 |           0.00
spk_ar_el_v2_321                                 |           0.00
spk_ar_el_v2_322                                 |           0.00
spk_ar_el_v2_323                                 |           0.00
spk_ar_el_v2_324                                 |           0.00
spk_ar_el_v2_325                                 |           0.00
spk_ar_el_v2_326                                 |           0.00
spk_ar_el_v2_327                                 |           0.00
spk_ar_el_v2_328                                 |           0.00
spk_ar_el_v2_329                                 |           0.00
spk_ar_el_v2_330                                 |           0.00
spk_ar_el_v2_331                                 |           0.00
spk_ar_el_v2_332                                 |           0.00
spk_ar_el_v2_333                                 |           0.00
spk_ar_el_v2_334                                 |           0.00
spk_ar_el_v2_335                                 |           0.00
spk_ar_el_v2_336                                 |           0.00
spk_ar_el_v2_337                                 |           0.00
spk_ar_el_v2_338                                 |           0.00
spk_ar_el_v2_339                                 |           0.00
spk_ar_el_v2_340                                 |           0.00
spk_ar_el_v2_341                                 |           0.00
spk_ar_el_v2_342                                 |           0.00
spk_ar_el_v2_343                                 |           0.00
spk_ar_el_v2_344                                 |           0.00
spk_ar_el_v2_345                                 |           0.00
spk_ar_el_v2_346                                 |           0.00
spk_ar_el_v2_347                                 |           0.00
spk_ar_el_v2_348                                 |           0.00
spk_ar_el_v2_349                                 |           0.00
spk_ar_el_v2_350                                 |           0.00
spk_ar_el_v2_351                                 |           0.00
spk_ar_el_v2_352                                 |           0.00
spk_ar_el_v2_353                                 |           0.00
spk_ar_el_v2_354                                 |           0.00
spk_ar_el_v2_355                                 |           0.00
spk_ar_el_v2_356                                 |           0.00
spk_ar_el_v2_357                                 |           0.00
spk_ar_el_v2_358                                 |           0.00
spk_ar_el_v2_359                                 |           0.00
spk_ar_el_v2_360                                 |           0.00
spk_ar_el_v2_361                                 |           0.00
spk_ar_el_v2_362                                 |           0.00
spk_ar_el_v2_363                                 |           0.00
spk_ar_el_v2_364                                 |           0.00
spk_ar_el_v2_365                                 |           0.00
spk_ar_el_v2_366                                 |           0.00
spk_ar_el_v2_367                                 |           0.00
spk_ar_el_v2_368                                 |           0.00
spk_ar_el_v2_369                                 |           0.00
spk_ar_el_v2_370                                 |           0.00
spk_ar_el_v2_371                                 |           0.00
spk_ar_el_v2_372                                 |           0.00
spk_ar_el_v2_373                                 |           0.00
spk_ar_el_v2_374                                 |           0.00
spk_ar_el_v2_375                                 |           0.00
spk_ar_el_v2_376                                 |           0.00
spk_ar_el_v2_377                                 |           0.00
spk_ar_el_v2_378                                 |           0.00
spk_ar_el_v2_379                                 |           0.00
spk_ar_el_v2_380                                 |           0.00
spk_ar_el_v2_381                                 |           0.00
spk_ar_el_v2_382                                 |           0.00
spk_ar_el_v2_383                                 |           0.00
spk_ar_el_v2_384                                 |           0.00
spk_ar_el_v2_385                                 |           0.00
spk_ar_el_v2_386                                 |           0.00
spk_ar_el_v2_387                                 |           0.00
spk_ar_el_v2_388                                 |           0.00
spk_ar_el_v2_389                                 |           0.00
spk_ar_el_v2_390                                 |           0.00
spk_ar_el_v2_391                                 |           0.00
spk_ar_el_v2_392                                 |           0.00
spk_ar_el_v2_393                                 |           0.00
spk_ar_el_v2_394                                 |           0.00
spk_ar_el_v2_395                                 |           0.00
spk_ar_el_v2_396                                 |           0.00
spk_ar_el_v2_397                                 |           0.00
spk_ar_el_v2_398                                 |           0.00
spk_ar_el_v2_399                                 |           0.00
spk_ar_el_v2_400                                 |           0.00
spk_ar_el_v2_401                                 |           0.00
spk_ar_el_v2_402                                 |           0.00
spk_ar_el_v2_403                                 |           0.00
spk_ar_el_v2_404                                 |           0.00
spk_ar_el_v2_405                                 |           0.00
spk_ar_el_v2_406                                 |           0.00
spk_ar_el_v2_407                                 |           0.00
spk_ar_el_v2_408                                 |           0.00
spk_ar_el_v2_409                                 |           0.00
spk_ar_el_v2_410                                 |           0.00
spk_ar_el_v2_411                                 |           0.00
spk_ar_el_v2_412                                 |           0.00
spk_ar_el_v2_413                                 |           0.00
spk_ar_el_v2_414                                 |           0.00
spk_ar_el_v2_415                                 |           0.00
spk_ar_el_v2_416                                 |           0.00
spk_ar_el_v2_417                                 |           0.00
spk_ar_el_v2_418                                 |           0.00
spk_ar_el_v2_419                                 |           0.00
spk_ar_el_v2_420                                 |           0.00
spk_ar_el_v2_421                                 |           0.00
spk_ar_el_v2_422                                 |           0.00
spk_ar_el_v2_423                                 |           0.00
spk_ar_el_v2_424                                 |           0.00
spk_ar_el_v2_425                                 |           0.00
spk_ar_el_v2_426                                 |           0.00
spk_ar_el_v2_427                                 |           0.00
spk_ar_el_v2_428                                 |           0.00
spk_ar_el_v2_429                                 |           0.00
spk_ar_el_v2_430                                 |           0.00
spk_ar_el_v2_431                                 |           0.00
spk_ar_el_v2_432                                 |           0.00
spk_ar_el_v2_433                                 |           0.00
spk_ar_el_v2_434                                 |           0.00
spk_ar_el_v2_435                                 |           0.00
spk_ar_el_v2_436                                 |           0.00
spk_ar_el_v2_437                                 |           0.00
spk_ar_el_v2_438                                 |           0.00
spk_ar_el_v2_439                                 |           0.00
spk_ar_el_v2_440                                 |           0.00
spk_ar_el_v2_441                                 |           0.00
spk_ar_el_v2_442                                 |           0.00
spk_ar_el_v2_443                                 |           0.00
spk_ar_el_v2_444                                 |           0.00
spk_ar_el_v2_445                                 |           0.00
spk_ar_el_v2_446                                 |           0.00
spk_ar_el_v2_447                                 |           0.00
spk_ar_el_v2_448                                 |           0.00
spk_ar_el_v2_449                                 |           0.00
spk_ar_el_v2_450                                 |           0.00
spk_ar_el_v2_451                                 |           0.00
spk_ar_el_v2_452                                 |           0.00
spk_ar_el_v2_453                                 |           0.00
spk_ar_el_v2_454                                 |           0.00
spk_ar_el_v2_455                                 |           0.00
spk_ar_el_v2_456                                 |           0.00
spk_ar_el_v2_457                                 |           0.00
spk_ar_el_v2_458                                 |           0.00
spk_ar_el_v2_459                                 |           0.00
spk_ar_el_v2_460                                 |           0.00
spk_ar_el_v2_461                                 |           0.00
spk_ar_el_v2_462                                 |           0.00
spk_ar_el_v2_463                                 |           0.00
spk_ar_el_v2_464                                 |           0.00
spk_ar_el_v2_465                                 |           0.00
spk_ar_el_v2_466                                 |           0.00
spk_ar_el_v2_467                                 |           0.00
spk_ar_el_v2_468                                 |           0.00
spk_ar_el_v2_469                                 |           0.00
