Speaker Analysis Results (sorted by duration)
===========================================

Total speakers found: 509

Speaker Name                                  | Duration (hours)
spk_en_el_v2_281                                 |           0.03
spk_en_el_v2_221                                 |           0.03
spk_en_el_v2_47                                  |           0.03
spk_en_el_v2_294                                 |           0.03
spk_en_el_v2_280                                 |           0.03
spk_en_el_v2_300                                 |           0.03
spk_en_el_v2_435                                 |           0.03
spk_en_el_v2_42                                  |           0.03
spk_en_el_v2_335                                 |           0.03
spk_en_el_v2_78                                  |           0.03
spk_en_el_v2_5                                   |           0.03
spk_en_el_v2_208                                 |           0.03
spk_en_el_v2_129                                 |           0.03
spk_en_el_v2_370                                 |           0.03
spk_en_el_v2_275                                 |           0.03
spk_en_el_v2_293                                 |           0.03
spk_en_el_v2_90                                  |           0.03
spk_en_el_v2_428                                 |           0.03
spk_en_el_v2_436                                 |           0.03
spk_en_el_v2_202                                 |           0.03
spk_en_el_v2_369                                 |           0.03
spk_en_el_v2_122                                 |           0.03
spk_en_el_v2_26                                  |           0.03
spk_en_el_v2_37                                  |           0.03
spk_en_el_v2_238                                 |           0.03
spk_en_el_v2_274                                 |           0.03
spk_en_el_v2_406                                 |           0.03
spk_en_el_v2_265                                 |           0.03
spk_en_el_v2_130                                 |           0.03
spk_en_el_v2_234                                 |           0.03
spk_en_el_v2_397                                 |           0.03
spk_en_el_v2_468                                 |           0.03
spk_en_el_v2_70                                  |           0.03
spk_en_el_v2_319                                 |           0.03
spk_en_el_v2_89                                  |           0.03
spk_en_el_v2_109                                 |           0.03
spk_en_el_v2_413                                 |           0.03
spk_en_el_v2_136                                 |           0.03
spk_en_el_v2_361                                 |           0.03
spk_en_el_v2_159                                 |           0.03
spk_en_el_v2_179                                 |           0.03
spk_en_el_v2_72                                  |           0.03
spk_en_el_v2_28                                  |           0.03
spk_en_el_v2_460                                 |           0.03
spk_en_el_v2_343                                 |           0.03
spk_en_el_v2_241                                 |           0.03
spk_en_el_v2_444                                 |           0.03
spk_en_el_v2_65                                  |           0.03
spk_en_el_v2_73                                  |           0.03
spk_en_el_v2_278                                 |           0.03
spk_en_el_v2_357                                 |           0.03
spk_en_el_v2_454                                 |           0.03
spk_en_el_v2_252                                 |           0.03
spk_en_el_v2_227                                 |           0.03
spk_en_el_v2_404                                 |           0.03
spk_en_el_v2_295                                 |           0.03
spk_en_el_v2_133                                 |           0.03
spk_en_el_v2_135                                 |           0.03
spk_en_el_v2_40                                  |           0.03
spk_en_el_v2_324                                 |           0.03
spk_en_el_v2_204                                 |           0.03
spk_en_el_v2_327                                 |           0.03
spk_en_el_v2_177                                 |           0.03
spk_en_el_v2_111                                 |           0.03
spk_en_el_v2_451                                 |           0.03
spk_en_el_v2_434                                 |           0.03
spk_en_el_v2_82                                  |           0.03
spk_en_el_v2_387                                 |           0.03
spk_en_el_v2_169                                 |           0.03
spk_en_el_v2_106                                 |           0.03
spk_en_el_v2_154                                 |           0.03
spk_en_el_v2_267                                 |           0.03
spk_en_el_v2_3                                   |           0.03
spk_en_el_v2_117                                 |           0.03
spk_en_el_v2_74                                  |           0.03
spk_en_el_v2_450                                 |           0.03
spk_en_el_v2_336                                 |           0.03
spk_en_el_v2_438                                 |           0.03
spk_en_el_v2_405                                 |           0.03
spk_en_el_v2_104                                 |           0.03
spk_en_el_v2_374                                 |           0.03
spk_en_el_v2_298                                 |           0.03
spk_en_el_v2_332                                 |           0.03
spk_en_el_v2_213                                 |           0.03
spk_en_el_v2_176                                 |           0.03
spk_en_el_v2_360                                 |           0.03
spk_en_el_v2_329                                 |           0.03
spk_en_el_v2_339                                 |           0.03
spk_en_el_v2_276                                 |           0.03
spk_en_el_v2_166                                 |           0.03
spk_en_el_v2_371                                 |           0.03
spk_en_el_v2_231                                 |           0.03
spk_en_el_v2_118                                 |           0.03
spk_en_el_v2_93                                  |           0.03
spk_en_el_v2_145                                 |           0.03
spk_en_el_v2_296                                 |           0.03
spk_en_el_v2_306                                 |           0.03
spk_en_el_v2_200                                 |           0.03
spk_en_el_v2_373                                 |           0.03
spk_en_el_v2_383                                 |           0.03
spk_en_el_v2_422                                 |           0.03
spk_en_el_v2_446                                 |           0.03
spk_en_el_v2_75                                  |           0.03
spk_en_el_v2_427                                 |           0.03
spk_en_el_v2_88                                  |           0.03
spk_en_el_v2_137                                 |           0.03
spk_en_el_v2_414                                 |           0.03
spk_en_el_v2_248                                 |           0.03
spk_en_el_v2_363                                 |           0.03
spk_en_el_v2_114                                 |           0.03
spk_en_el_v2_99                                  |           0.03
spk_en_el_v2_308                                 |           0.03
spk_en_el_v2_128                                 |           0.03
spk_en_el_v2_364                                 |           0.03
spk_en_el_v2_314                                 |           0.03
spk_en_el_v2_43                                  |           0.03
spk_en_el_v2_425                                 |           0.03
spk_en_el_v2_131                                 |           0.03
spk_en_el_v2_398                                 |           0.03
spk_en_el_v2_261                                 |           0.03
spk_en_el_v2_116                                 |           0.03
spk_en_el_v2_101                                 |           0.03
spk_en_el_v2_325                                 |           0.03
spk_en_el_v2_424                                 |           0.02
spk_en_el_v2_219                                 |           0.02
spk_en_el_v2_10                                  |           0.02
spk_en_el_v2_441                                 |           0.02
spk_en_el_v2_411                                 |           0.02
spk_en_el_v2_216                                 |           0.02
spk_en_el_v2_391                                 |           0.02
spk_en_el_v2_148                                 |           0.02
spk_en_el_v2_385                                 |           0.02
spk_en_el_v2_31                                  |           0.02
spk_en_el_v2_412                                 |           0.02
spk_en_el_v2_191                                 |           0.02
spk_en_el_v2_457                                 |           0.02
spk_en_el_v2_211                                 |           0.02
spk_en_el_v2_380                                 |           0.02
spk_en_el_v2_365                                 |           0.02
spk_en_el_v2_190                                 |           0.02
spk_en_el_v2_401                                 |           0.02
spk_en_el_v2_110                                 |           0.02
spk_en_el_v2_432                                 |           0.02
spk_en_el_v2_57                                  |           0.02
spk_en_el_v2_68                                  |           0.02
spk_en_el_v2_379                                 |           0.02
spk_en_el_v2_287                                 |           0.02
spk_en_el_v2_102                                 |           0.02
spk_en_el_v2_410                                 |           0.02
spk_en_el_v2_368                                 |           0.02
spk_en_el_v2_193                                 |           0.02
spk_en_el_v2_124                                 |           0.02
spk_en_el_v2_459                                 |           0.02
spk_en_el_v2_420                                 |           0.02
spk_en_el_v2_418                                 |           0.02
spk_en_el_v2_381                                 |           0.02
spk_en_el_v2_230                                 |           0.02
spk_en_el_v2_320                                 |           0.02
spk_en_el_v2_350                                 |           0.02
spk_en_el_v2_349                                 |           0.02
spk_en_el_v2_119                                 |           0.02
spk_en_el_v2_286                                 |           0.02
spk_en_el_v2_249                                 |           0.02
spk_en_el_v2_426                                 |           0.02
spk_en_el_v2_389                                 |           0.02
spk_en_el_v2_386                                 |           0.02
spk_en_el_v2_194                                 |           0.02
